Firm Name,Investment Sector,Location (City),Investment Stage,URL,linkedin-private-codex,linkedin-private-claude,linkedin-private-cursor
Ekistic Ventures,"Healthcare, Consumer Services, Transportation, Infrastructure, Food","Chicago, IL","Early Stage Venture, Seed",www.ekistic.com,,,"https://www.linkedin.com/in/nicolasmeister, https://www.linkedin.com/in/junzel, https://www.linkedin.com/in/aidan-murphy-0719aa141, https://www.linkedin.com/in/alfonso-vaca-lubischer, https://www.linkedin.com/in/colingking, https://www.linkedin.com/in/amanda-huening-40399494"
eLab VC,Technology,"Ann Arbor, MI",Early Stage Venture,elabvc.com/,,,"https://www.linkedin.com/in/dougneal, https://www.linkedin.com/in/rickbolander, https://www.linkedin.com/in/bob-stefanski-a56085171, https://www.linkedin.com/in/paul-stefanski-03a22a132"
Elefund,"Business Services, Diversified, Energy and Utilities, Information Technology","Melville, NY",Early Stage Venture,www.elefund.com,,,https://www.linkedin.com/in/serikus
Elementum Ventures,"Diversified, Information Technology","Menlo Park, CA","Early Stage, Venture (General)",www.elementum.vc,,,"https://www.linkedin.com/in/gani-lie, https://www.linkedin.com/in/bpattersonca, https://www.linkedin.com/in/ben-chelf-726b7, https://www.linkedin.com/in/keilhacker, https://www.linkedin.com/in/tedcallahan"
Emergent Ventures,"Technology, Enterprise, Supply Chain","San Francisco, CA",Seed,http://www.emergent.vc/,,,"https://www.linkedin.com/in/ankur-jain-vc, https://www.linkedin.com/in/ethan-mok-37a085244, https://www.linkedin.com/in/christopherkirkland, https://www.linkedin.com/in/keshavlohia, https://www.linkedin.com/in/kim-petersen-09934a178, https://www.linkedin.com/in/nihagottiparthy, https://www.linkedin.com/in/abhinav-shrivastava-cfa-0a522b13, https://www.linkedin.com/in/anupamr, https://www.linkedin.com/in/ethan-martin-37a085244, https://www.linkedin.com/in/emily-montague-37a085244, https://www.linkedin.com/in/isinghal, https://www.linkedin.com/in/preepadu"
Elephant,"IT, Software, Internet, IT Security, Gaming","Boston, MA","Early Stage Venture, Seed",http://www.elephantvc.com,,,"https://www.linkedin.com/in/peterfallon, https://www.linkedin.com/in/avinashshenoi, https://www.linkedin.com/in/pachyderm, https://www.linkedin.com/in/alexveiga, https://www.linkedin.com/in/suhyunpak, https://www.linkedin.com/in/scott-garber-96b45929"
Embark Ventures,"Technology, High-Tech, IT Security","Los Angeles, CA","Early Stage Venture, Seed",http://www.embark.vc,"https://www.linkedin.com/in/isharna-walsh-2676ab58, https://www.linkedin.com/in/ptlee, https://www.linkedin.com/in/yipengzhao",,"https://www.linkedin.com/in/isharna-walsh-2676ab58, https://www.linkedin.com/in/ptlee, https://www.linkedin.com/in/yipengzhao"
Endure Capital,"Transportation, Cross Border Commerce, Digital Health, Block Chain, AI","Palo Alto, CA","Early Stage Venture, Seed",www.endurecap.com/,,,"https://www.linkedin.com/in/tarekfahim, https://www.linkedin.com/in/waeil-borhan-82417810, https://www.linkedin.com/in/nahlahossam, https://www.linkedin.com/in/hady-hewidy, https://www.linkedin.com/in/ryansimes, https://www.linkedin.com/in/esraagaafar"
Energy Innovation Capital,"Clean Technology, Energy and Utilities, Information Technology, Materials","Kirkland, WA","Growth, Natural Resources, Venture (General)",www.energyinnovationcapital.com,,,"https://www.linkedin.com/in/kevin-skillern-864131, https://www.linkedin.com/in/chris00smith, https://www.linkedin.com/in/yucen-xie, https://www.linkedin.com/in/andrewlackner, https://www.linkedin.com/in/chad-gardner-085bb43, https://www.linkedin.com/in/john-freer-pe-7b07281, https://www.linkedin.com/in/george-coyle-232b7421, https://www.linkedin.com/in/pauldickerson, https://www.linkedin.com/in/stevetaub"
Engineering Capital,"Technology, IT","Palo Alto, CA",Seed,www.engineeringcapital.com,,,"https://www.linkedin.com/in/del-dugas-1a20b8a, https://www.linkedin.com/in/matthewiwalsh, https://www.linkedin.com/in/zach-edwards-a097431a, https://www.linkedin.com/in/shehan-avindra, https://www.linkedin.com/in/a-r-khan-08aa59186, https://www.linkedin.com/in/eur-ing-samuel-annan-ceng-fimeche-7a9709a"
Exponent,"Healthcare, Information Technology, Telecoms, Media, and Communications","San Francisco, CA",Early Stage,www.exponent.vc,,,"https://www.linkedin.com/in/marius-østlie-8a408b32, https://www.linkedin.com/in/arun-vinayak-71a5b973, https://www.linkedin.com/in/sophie-porter-3b129546, https://www.linkedin.com/in/surajdamani, https://www.linkedin.com/in/amélie-allen-527b95278, https://www.linkedin.com/in/darrelljmayo, https://www.linkedin.com/in/dennisvarghesecro, https://www.linkedin.com/in/mumtaznaseem, https://www.linkedin.com/in/charleyma, https://www.linkedin.com/in/mahdiraza92"
ExSight Ventures,"Pharmaceuticals, Healthcare, Life Sciences, Biotechnology, Medical Instruments, Biomedical, Medical Devices, Medical Technologies, Predictive Medicine, Healthcare IT","New York, NY",Early Stage Venture,www.exsightventures.com,,,https://www.linkedin.com/in/james-murray-50b7b249
Falcon Edge Capital,"Media, Digital Media","New York, NY",Public Equity,http://www.falcon-capital.com/,,,"https://www.linkedin.com/in/al-amin-al-akbar-329b34209, https://www.linkedin.com/in/nawaznow"
FAN Fund,"Technology, IT, Life Sciences, High-Tech, Software, Medical Instruments, Education / Training, Infrastructure, Business Services, Medical Devices, Medical Technologies, IT Security, Gaming","Orlando, FL","Early Stage Venture, Seed",http://www.thefan.fund,,,https://www.linkedin.com/in/leynaliu
Fathom Capital,"Diversified, Information Technology","San Francisco, CA",Venture (General),www.fathomcap.com,,,"https://www.linkedin.com/in/jimmcfarlane, https://www.linkedin.com/in/fevin-mascarenhas-7941983"
Fearless Ventures,Diversified,"San Francisco, CA",Venture (General),www.fearless.vc,,,https://www.linkedin.com/in/auyoob-rather-49a412181
Female Founders Fund,"Technology, Retail, Media, Internet, Advertising","New York, NY","Early Stage Venture, Seed",www.femalefoundersfund.com,,,"https://www.linkedin.com/in/anu-duggal-568222, https://www.linkedin.com/in/peraka-adarana-8636a7339, https://www.linkedin.com/in/layla-alexander, https://www.linkedin.com/in/anna-nekoranec-913345, https://www.linkedin.com/in/annette-lorenzen-347323224, https://www.linkedin.com/in/asingh27"
ff Venture Capital,"Cybersecurity, AI, Machine Learning, Enterprise Cloud Software, Crowdfunding","New York, NY","Debt, Early Stage Venture, Late Stage Venture, Seed",www.ffvc.com,https://www.linkedin.com/in/johnfrankel,,https://www.linkedin.com/in/johnfrankel
Fifth Season Ventures,"Environmental Services, Clean Technology, Renewable Energy","Venice, CA",Early Stage Venture,http://www.fifthseasonventures.com,,,-
Fika Ventures,Tech,"Los Angeles, CA",Seed,http://www.fika.vc,,,"https://www.linkedin.com/in/tianxiangzhuo, https://www.linkedin.com/in/johnchen12, https://www.linkedin.com/in/arteeninla, https://www.linkedin.com/in/hershcules, https://www.linkedin.com/in/gabriella-brignardello, https://www.linkedin.com/in/olivia-pittard-26499a138, https://www.linkedin.com/in/julia-puzzo, https://www.linkedin.com/in/judjuincsontos, https://www.linkedin.com/in/emma-w-42a469182, https://www.linkedin.com/in/natalie-p-a608a32, https://www.linkedin.com/in/aaronszekel"
Firebolt Ventures,"Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Menlo Park, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.fireboltventures.com,,,"https://www.linkedin.com/in/cherianvmathew, https://www.linkedin.com/in/vineetbuch, https://www.linkedin.com/in/yavnaaldhaaka, https://www.linkedin.com/in/daswani, https://www.linkedin.com/in/ndm21, https://www.linkedin.com/in/aditya-2825"
Firebrand Ventures,Software,"Kansas City, MO","Early Stage Venture, Seed",http://www.firebrandvc.com,,,"https://www.linkedin.com/in/johnfein, https://www.linkedin.com/in/chrismarks2, https://www.linkedin.com/in/clairehansen"
FireStarter Fund,"Retail, Consumer Services, Software, Internet, Marketing, Digital Media, Telecom Media","Chicago, IL","Early Stage Venture, Seed",http://www.firestarterfund.com,,,"https://www.linkedin.com/in/edmundscanlan, https://www.linkedin.com/in/de-kieru-8b80bb233, https://www.linkedin.com/in/brian-newman-real-estate, https://www.linkedin.com/in/matthewspiegel, https://www.linkedin.com/in/alexcampbell2, https://www.linkedin.com/in/brian-hand-3a80717a, https://www.linkedin.com/in/brianehand"
First Access Fund,"Big Data, Emerging Markets, Finance,Financial Services, FinTech, Mobile,Predictive Analytics","New York, NY","Venture Debt, Venture Debt, Series A/Round 1",http://www.firstaccess.co/,,,-
First Star Ventures,"Technology, IT, High-Tech, Software, Internet, IT Security, IT Infrastructure","Boston, MA","Early Stage Venture, Seed",http://www.firststar.vc,"https://www.linkedin.com/in/drewvolpe, https://www.linkedin.com/in/millieliu1, https://www.linkedin.com/in/teddyblank",,"https://www.linkedin.com/in/drewvolpe, https://www.linkedin.com/in/millieliu1, https://www.linkedin.com/in/teddyblank"
Firstrock Capital,"Consumer Products, Internet","New York, NY","Early Stage Venture, Seed",www.firstrock.vc/,,,"https://www.linkedin.com/in/erikstettler, https://www.linkedin.com/in/vikrammahendru, https://www.linkedin.com/in/johnsondarius, https://www.linkedin.com/in/jcdorsainvil, https://www.linkedin.com/in/ronald-czajkowski, https://www.linkedin.com/in/sam-silvershein-8247a64a"
Fitz Gate Ventures,Diversified,"Princeton, NJ","Early Stage Venture, Seed",http://www.fitzgate.com,,,"https://www.linkedin.com/in/jameshcohen, https://www.linkedin.com/in/markpoag, https://www.linkedin.com/in/davidjaurrieh"
FJ Labs,"Consumer Products, Consumer Services","New York, NY","Early Stage Venture, Seed",www.fjlabs.com,"https://www.linkedin.com/in/alebowits, https://www.linkedin.com/in/anshulruparell, https://www.linkedin.com/in/borjamoreno, https://www.linkedin.com/in/camila-bustamante-b72016188, https://www.linkedin.com/in/dannynbrowne, https://www.linkedin.com/in/dbsimon, https://www.linkedin.com/in/erez-kalir-1a5b64b5, https://www.linkedin.com/in/fabricegrinda, https://www.linkedin.com/in/gvs, https://www.linkedin.com/in/halleraker, https://www.linkedin.com/in/harshshah, https://www.linkedin.com/in/ignaciogl, https://www.linkedin.com/in/jaye-landow-cfa, https://www.linkedin.com/in/jbreinlinger, https://www.linkedin.com/in/jeffreysberger, https://www.linkedin.com/in/jeffreysweinstein, https://www.linkedin.com/in/jose-marin-093121, https://www.linkedin.com/in/laurenwlee, https://www.linkedin.com/in/matias-barbero-7347a262, https://www.linkedin.com/in/matthew-s-8143a830, https://www.linkedin.com/in/mkmehulkumar, https://www.linkedin.com/in/mlurie, https://www.linkedin.com/in/morganhw, https://www.linkedin.com/in/morganspar, https://www.linkedin.com/in/nicolas-pustilnick, https://www.linkedin.com/in/oliviergrinda, https://www.linkedin.com/in/owen-mccarthy-cpa-2a7455182, https://www.linkedin.com/in/ryanpgeary, https://www.linkedin.com/in/williamguillouard","https://www.linkedin.com/in/alebowits, https://www.linkedin.com/in/anshulruparell, https://www.linkedin.com/in/borjamoreno, https://www.linkedin.com/in/camila-bustamante-b72016188, https://www.linkedin.com/in/dannynbrowne, https://www.linkedin.com/in/dbsimon, https://www.linkedin.com/in/erez-kalir-1a5b64b5, https://www.linkedin.com/in/fabricegrinda, https://www.linkedin.com/in/gvs, https://www.linkedin.com/in/halleraker, https://www.linkedin.com/in/harshshah, https://www.linkedin.com/in/ignaciogl, https://www.linkedin.com/in/jaye-landow-cfa, https://www.linkedin.com/in/jbreinlinger, https://www.linkedin.com/in/jeffreysberger, https://www.linkedin.com/in/jeffreysweinstein, https://www.linkedin.com/in/jose-marin-093121, https://www.linkedin.com/in/laurenwlee, https://www.linkedin.com/in/matias-barbero-7347a262, https://www.linkedin.com/in/matthew-s-8143a830, https://www.linkedin.com/in/mkmehulkumar, https://www.linkedin.com/in/mlurie, https://www.linkedin.com/in/morganhw, https://www.linkedin.com/in/morganspar, https://www.linkedin.com/in/nicolas-pustilnick, https://www.linkedin.com/in/oliviergrinda, https://www.linkedin.com/in/owen-mccarthy-cpa-2a7455182, https://www.linkedin.com/in/ryanpgeary, https://www.linkedin.com/in/williamguillouard","https://www.linkedin.com/in/alebowits, https://www.linkedin.com/in/anshulruparell, https://www.linkedin.com/in/borjamoreno, https://www.linkedin.com/in/camila-bustamante-b72016188, https://www.linkedin.com/in/dannynbrowne, https://www.linkedin.com/in/dbsimon, https://www.linkedin.com/in/erez-kalir-1a5b64b5, https://www.linkedin.com/in/fabricegrinda, https://www.linkedin.com/in/gvs, https://www.linkedin.com/in/halleraker, https://www.linkedin.com/in/harshshah, https://www.linkedin.com/in/ignaciogl, https://www.linkedin.com/in/jaye-landow-cfa, https://www.linkedin.com/in/jbreinlinger, https://www.linkedin.com/in/jeffreysberger, https://www.linkedin.com/in/jeffreysweinstein, https://www.linkedin.com/in/jose-marin-093121, https://www.linkedin.com/in/laurenwlee, https://www.linkedin.com/in/matias-barbero-7347a262, https://www.linkedin.com/in/matthew-s-8143a830, https://www.linkedin.com/in/mkmehulkumar, https://www.linkedin.com/in/mlurie, https://www.linkedin.com/in/morganhw, https://www.linkedin.com/in/morganspar, https://www.linkedin.com/in/nicolas-pustilnick, https://www.linkedin.com/in/oliviergrinda, https://www.linkedin.com/in/owen-mccarthy-cpa-2a7455182, https://www.linkedin.com/in/ryanpgeary, https://www.linkedin.com/in/williamguillouard"
Flashpoint,Technology,"Atlanta, GA","Early Stage, Early Stage: Seed, Early Stage: Start-up",http://www.flashpoint.co,,,"https://www.linkedin.com/in/tony-fedorov, https://www.linkedin.com/in/alexander-konoplyasty-22b72523, https://www.linkedin.com/in/nikola-koprivica, https://www.linkedin.com/in/martonmedveczky, https://www.linkedin.com/in/evgeniya-kubryak, https://www.linkedin.com/in/temim-tabakovic, https://www.linkedin.com/in/igor-bilous, https://www.linkedin.com/in/paulzoicas, https://www.linkedin.com/in/michael-szalontay-219542, https://www.linkedin.com/in/martonszaloky, https://www.linkedin.com/in/persia-georgiadou-cfa-30a58057, https://www.linkedin.com/in/lukas-harustiak-8791974"
Flight Ventures,Diversified,"San Francisco, CA","Early Stage Venture, Late Stage Venture, Seed",flight.vc/,,,"https://www.linkedin.com/in/john-hanson-9696b324, https://www.linkedin.com/in/chrisopher-haug-3117839b, https://www.linkedin.com/in/eagle-flight-ventures-13470426, https://www.linkedin.com/in/nancyfechnay, https://www.linkedin.com/in/paul-heitmeyer-113b253b, https://www.linkedin.com/in/tyler-wood-3a4088208, https://www.linkedin.com/in/andrea-opland-25279b63, https://www.linkedin.com/in/martinrand, https://www.linkedin.com/in/joannacarole"
Flybridge Capital Partners,Technology,"Boston, MA","Early Stage Venture, Seed",www.flybridge.com,,,"https://www.linkedin.com/in/bussgang, https://www.linkedin.com/in/chiphazard, https://www.linkedin.com/in/jmiddleton, https://www.linkedin.com/in/taikichung"
Foley Ventures,Diversified,"Milwaukee, WI",Early Stage Venture,www.foleyventures.com,,,https://www.linkedin.com/in/susan-pravda-2004098
Forté Ventures,"Technology, Telecoms, IT, High-Tech, Information Services, Marketing, Digital Media, Healthcare IT, IT Security, Telecom Media, Advertising","Atlanta, GA","Early Stage Venture, Late Stage Venture, Seed",http://www.forteventures.com,"https://www.linkedin.com/in/alexmarquez, https://www.linkedin.com/in/bertn, https://www.linkedin.com/in/brad-mcmanus-59545a8, https://www.linkedin.com/in/dave-webb-608a8b, https://www.linkedin.com/in/grantallen, https://www.linkedin.com/in/jeremylegg, https://www.linkedin.com/in/jlchatelain, https://www.linkedin.com/in/kapeskas, https://www.linkedin.com/in/michaelbboyle, https://www.linkedin.com/in/micristinziano, https://www.linkedin.com/in/ray-schuder, https://www.linkedin.com/in/rmactough, https://www.linkedin.com/in/rowlandsteve, https://www.linkedin.com/in/shane-robison-20334169, https://www.linkedin.com/in/shellie-d-8aba336, https://www.linkedin.com/in/sherwinprior, https://www.linkedin.com/in/stanton-mccomb-4171a4, https://www.linkedin.com/in/tony-palcheck-b1356",,"https://www.linkedin.com/in/alexmarquez, https://www.linkedin.com/in/bertn, https://www.linkedin.com/in/brad-mcmanus-59545a8, https://www.linkedin.com/in/dave-webb-608a8b, https://www.linkedin.com/in/grantallen, https://www.linkedin.com/in/jeremylegg, https://www.linkedin.com/in/jlchatelain, https://www.linkedin.com/in/kapeskas, https://www.linkedin.com/in/michaelbboyle, https://www.linkedin.com/in/micristinziano, https://www.linkedin.com/in/ray-schuder, https://www.linkedin.com/in/rmactough, https://www.linkedin.com/in/rowlandsteve, https://www.linkedin.com/in/shane-robison-20334169, https://www.linkedin.com/in/shellie-d-8aba336, https://www.linkedin.com/in/sherwinprior, https://www.linkedin.com/in/stanton-mccomb-4171a4, https://www.linkedin.com/in/tony-palcheck-b1356"
